pokedex_id,pokemon_name,primary_type,secondary_type,hp,attack,defense,sp_attack,sp_defense,speed,sprite_url,generation,is_legendary
4642,Pokemon_4642,Steel,,104,70,67,130,147,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,4,false
4643,Pokemon_4643,Rock,,54,32,108,91,82,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,8,false
4644,Pokemon_4644,Steel,Ghost,93,129,115,74,104,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,5,false
4645,Pokemon_4645,Bug,,97,56,40,147,80,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,6,false
4646,Pokemon_4646,Normal,,104,49,51,122,146,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,9,false
4647,Pokemon_4647,Normal,,133,36,134,89,34,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,5,false
4648,Pokemon_4648,Flying,,47,48,128,141,149,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,5,false
4649,Pokemon_4649,Steel,,106,111,65,116,48,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,5,false
4650,Pokemon_4650,Dark,,132,38,31,115,74,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,5,false
4651,Pokemon_4651,Grass,,101,57,81,83,107,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,8,false
4652,Pokemon_4652,Flying,Fighting,106,99,98,82,121,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,7,false
4653,Pokemon_4653,Ghost,Dark,111,93,49,95,146,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,1,false
4654,Pokemon_4654,Fairy,Bug,92,115,45,97,31,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,9,true
4655,Pokemon_4655,Flying,,36,108,143,88,150,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,3,false
4656,Pokemon_4656,Flying,,97,59,118,81,136,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,4,false
4657,Pokemon_4657,Ground,Dragon,131,134,58,147,117,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,1,false
4658,Pokemon_4658,Fire,Ghost,37,57,106,95,96,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,7,false
4659,Pokemon_4659,Rock,Bug,119,60,122,62,83,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,5,false
4660,Pokemon_4660,Steel,,37,134,75,78,100,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,4,true
4661,Pokemon_4661,Dragon,Bug,32,53,68,80,102,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,4,false
4662,Pokemon_4662,Electric,,53,99,123,89,46,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,6,false
4663,Pokemon_4663,Psychic,,66,48,142,32,42,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,3,false
4664,Pokemon_4664,Fairy,,132,106,71,87,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,9,false
4665,Pokemon_4665,Dragon,Dragon,123,145,81,124,141,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,4,false
4666,Pokemon_4666,Fairy,,147,92,116,84,100,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,3,false
4667,Pokemon_4667,Electric,Electric,58,106,35,45,55,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,8,false
4668,Pokemon_4668,Fairy,,34,96,84,136,48,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,8,false
4669,Pokemon_4669,Poison,,64,110,45,90,109,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,5,false
4670,Pokemon_4670,Steel,,95,64,111,70,130,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,6,false
4671,Pokemon_4671,Fighting,,100,79,145,38,103,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,7,false
4672,Pokemon_4672,Psychic,,134,101,127,38,31,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,7,false
4673,Pokemon_4673,Poison,,80,63,91,59,102,129,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,8,false
4674,Pokemon_4674,Fighting,Electric,39,144,91,111,120,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,1,false
4675,Pokemon_4675,Grass,,74,50,124,71,106,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,4,false
4676,Pokemon_4676,Fighting,Dark,36,101,49,47,146,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,4,false
4677,Pokemon_4677,Normal,Water,51,70,82,89,69,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,6,false
4678,Pokemon_4678,Fairy,Psychic,86,94,92,36,36,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,5,false
4679,Pokemon_4679,Dark,,122,66,68,36,122,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,6,false
4680,Pokemon_4680,Fairy,,48,101,73,149,46,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,9,false
4681,Pokemon_4681,Steel,,143,138,120,106,146,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,6,false
4682,Pokemon_4682,Ghost,,103,42,129,117,62,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,4,false
4683,Pokemon_4683,Dark,,74,66,43,115,83,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,6,false
4684,Pokemon_4684,Normal,,50,66,106,124,55,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,5,false
4685,Pokemon_4685,Ground,,62,133,93,138,93,132,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,7,false
4686,Pokemon_4686,Dark,,147,110,61,107,48,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,6,false
4687,Pokemon_4687,Ground,Ice,89,114,134,111,118,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,8,true
4688,Pokemon_4688,Fighting,,70,44,149,82,111,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,6,false
4689,Pokemon_4689,Psychic,,65,42,59,130,56,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,4,false
4690,Pokemon_4690,Poison,,138,68,149,47,96,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,7,false
4691,Pokemon_4691,Dragon,,122,88,143,140,75,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,5,false
4692,Pokemon_4692,Flying,,98,98,100,30,130,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,2,false
4693,Pokemon_4693,Steel,,96,43,146,52,50,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,8,false
4694,Pokemon_4694,Steel,Dragon,97,47,87,40,92,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,6,false
4695,Pokemon_4695,Fairy,Dragon,107,47,83,76,55,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,4,false
4696,Pokemon_4696,Grass,,98,47,102,67,92,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,5,false
4697,Pokemon_4697,Poison,Bug,110,135,84,51,34,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,4,false
4698,Pokemon_4698,Ground,,124,50,45,86,150,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,9,false
4699,Pokemon_4699,Water,Electric,59,86,76,80,82,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,2,false
4700,Pokemon_4700,Ground,Poison,59,67,85,119,52,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,8,false
4701,Pokemon_4701,Fairy,Ice,119,74,139,138,125,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,1,false
4702,Pokemon_4702,Ground,,87,75,116,132,130,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,2,false
4703,Pokemon_4703,Ground,,35,53,92,71,140,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,3,false
4704,Pokemon_4704,Grass,,132,146,77,36,148,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,1,false
4705,Pokemon_4705,Poison,Steel,94,34,34,133,118,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,6,true
4706,Pokemon_4706,Poison,,48,66,138,146,56,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,3,true
4707,Pokemon_4707,Ghost,,132,87,133,38,80,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,8,false
4708,Pokemon_4708,Poison,,124,100,124,137,40,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,5,false
4709,Pokemon_4709,Flying,Poison,149,38,74,107,88,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,9,false
4710,Pokemon_4710,Fighting,,126,96,131,136,148,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,4,false
4711,Pokemon_4711,Poison,Poison,110,30,145,69,107,129,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,6,false
4712,Pokemon_4712,Psychic,,50,68,71,82,113,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,1,false
4713,Pokemon_4713,Fire,Normal,142,142,51,55,57,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,7,false
4714,Pokemon_4714,Steel,Ice,88,38,106,81,124,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,9,false
4715,Pokemon_4715,Electric,,136,49,108,65,80,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,9,false
4716,Pokemon_4716,Dragon,Ice,142,84,85,127,72,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,4,false
4717,Pokemon_4717,Fire,,52,54,50,115,73,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,6,false
4718,Pokemon_4718,Fighting,,128,76,99,114,150,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,1,false
4719,Pokemon_4719,Flying,,127,65,49,34,123,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,2,false
4720,Pokemon_4720,Bug,,62,30,80,59,130,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,5,true
4721,Pokemon_4721,Steel,Electric,31,133,47,94,132,131,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,8,false
4722,Pokemon_4722,Grass,,146,127,119,129,103,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,9,false
4723,Pokemon_4723,Ice,Psychic,146,56,70,110,63,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,3,false
4724,Pokemon_4724,Fairy,Poison,134,74,83,114,66,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,4,false
4725,Pokemon_4725,Grass,,51,121,50,88,44,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,2,false
4726,Pokemon_4726,Bug,,142,33,144,96,112,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,1,false
4727,Pokemon_4727,Water,,108,136,36,47,79,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,7,false
4728,Pokemon_4728,Poison,,128,112,57,127,124,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,7,false
4729,Pokemon_4729,Dragon,,136,34,87,149,125,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,9,false
4730,Pokemon_4730,Water,,110,57,107,129,31,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,6,false
4731,Pokemon_4731,Bug,,86,69,53,127,68,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,2,false
4732,Pokemon_4732,Fairy,,83,65,142,47,68,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,9,false
4733,Pokemon_4733,Flying,Flying,79,110,88,51,111,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,7,false
4734,Pokemon_4734,Dragon,Steel,51,37,148,55,126,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,2,false
4735,Pokemon_4735,Bug,,129,148,150,87,82,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,7,false
4736,Pokemon_4736,Ice,,40,144,88,101,69,132,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,3,false
4737,Pokemon_4737,Fairy,Water,67,135,40,142,87,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,3,false
4738,Pokemon_4738,Fire,,101,104,43,35,60,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,3,false
4739,Pokemon_4739,Steel,,74,146,92,76,79,131,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,2,false
4740,Pokemon_4740,Ghost,,118,65,135,91,138,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,9,false
4741,Pokemon_4741,Fighting,,148,103,98,87,125,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,2,false
4742,Pokemon_4742,Dragon,,109,56,62,58,52,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,3,false
4743,Pokemon_4743,Fairy,Fire,46,105,136,80,149,131,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,3,false
4744,Pokemon_4744,Fire,,83,147,114,37,36,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,2,false
4745,Pokemon_4745,Steel,Dragon,116,140,42,47,120,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,7,false
4746,Pokemon_4746,Ground,Fighting,137,58,139,46,32,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,3,false
4747,Pokemon_4747,Fairy,,131,80,41,90,77,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,5,false
4748,Pokemon_4748,Ghost,,69,118,101,108,59,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,2,false
4749,Pokemon_4749,Bug,,129,122,71,65,36,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,9,false
4750,Pokemon_4750,Bug,,126,88,100,67,132,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,2,false
4751,Pokemon_4751,Water,,119,123,105,121,82,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,2,false
4752,Pokemon_4752,Normal,Rock,138,144,122,132,87,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,1,false
4753,Pokemon_4753,Poison,,123,80,116,61,96,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,9,false
4754,Pokemon_4754,Grass,,40,91,32,139,133,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,4,false
4755,Pokemon_4755,Rock,Steel,140,70,96,97,50,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,6,false
4756,Pokemon_4756,Bug,,100,115,138,138,136,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,1,false
4757,Pokemon_4757,Steel,,118,49,37,100,137,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,7,false
4758,Pokemon_4758,Dark,,123,40,122,64,135,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,9,false
4759,Pokemon_4759,Psychic,,35,142,77,76,55,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,5,false
4760,Pokemon_4760,Normal,,118,116,99,124,104,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,1,false
4761,Pokemon_4761,Dark,Water,123,35,142,143,127,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,2,false
4762,Pokemon_4762,Ghost,,70,30,122,55,128,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,6,false
4763,Pokemon_4763,Ice,,41,143,124,70,134,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,3,false
4764,Pokemon_4764,Grass,,118,123,133,94,118,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,7,false
4765,Pokemon_4765,Bug,,81,53,101,109,44,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,1,false
4766,Pokemon_4766,Ground,Dragon,120,90,72,48,103,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,4,false
4767,Pokemon_4767,Dragon,,127,124,141,68,75,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,7,false
4768,Pokemon_4768,Ground,,60,95,115,116,58,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,8,false
4769,Pokemon_4769,Electric,Ice,137,120,54,39,113,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,1,false
4770,Pokemon_4770,Ground,,122,82,51,116,31,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,3,false
4771,Pokemon_4771,Ice,,135,131,74,145,42,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,7,false
4772,Pokemon_4772,Ground,,105,102,102,100,146,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,3,true
4773,Pokemon_4773,Water,Dark,45,129,100,128,146,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,7,false
4774,Pokemon_4774,Ground,,87,89,148,78,108,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,9,false
4775,Pokemon_4775,Dark,,81,95,90,102,89,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,9,false
4776,Pokemon_4776,Ghost,Dark,115,49,116,38,134,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,7,false
4777,Pokemon_4777,Ground,,138,70,148,93,94,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,5,false
4778,Pokemon_4778,Grass,,138,82,140,146,81,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,6,false
4779,Pokemon_4779,Water,,48,109,113,120,86,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,6,false
4780,Pokemon_4780,Psychic,,88,115,56,35,63,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,9,false
4781,Pokemon_4781,Ghost,,54,144,36,111,122,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,2,false
4782,Pokemon_4782,Ground,,135,106,57,143,116,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,4,false
4783,Pokemon_4783,Flying,,53,35,67,135,92,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,7,false
4784,Pokemon_4784,Poison,,53,89,56,135,107,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,6,false
4785,Pokemon_4785,Grass,,103,114,134,126,108,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,5,false
4786,Pokemon_4786,Ghost,Water,55,86,127,142,102,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,1,false
4787,Pokemon_4787,Ice,,137,116,85,114,35,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,2,false
4788,Pokemon_4788,Fairy,,96,70,50,128,78,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,8,false
4789,Pokemon_4789,Electric,,40,31,73,102,144,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,4,false
4790,Pokemon_4790,Poison,,64,92,112,95,49,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,6,false
4791,Pokemon_4791,Fire,Ghost,73,51,121,70,63,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,1,false
4792,Pokemon_4792,Fairy,,46,133,45,76,103,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,8,false
4793,Pokemon_4793,Flying,,74,107,47,41,112,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,1,false
4794,Pokemon_4794,Fairy,Psychic,129,53,77,76,43,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,5,false
4795,Pokemon_4795,Bug,,30,142,83,147,150,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,7,false
4796,Pokemon_4796,Psychic,,34,108,139,95,142,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,9,false
4797,Pokemon_4797,Fire,,47,78,75,52,59,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,1,false
4798,Pokemon_4798,Ice,Dark,130,81,31,148,101,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,3,false
4799,Pokemon_4799,Ice,Fairy,137,33,63,49,121,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,8,false
4800,Pokemon_4800,Rock,,35,107,129,138,119,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,3,false
4801,Pokemon_4801,Steel,,90,67,70,49,136,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,9,false
4802,Pokemon_4802,Flying,,41,68,94,66,141,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,3,false
4803,Pokemon_4803,Fighting,,110,61,51,101,61,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,4,false
4804,Pokemon_4804,Grass,,141,82,109,70,57,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,6,false
4805,Pokemon_4805,Water,Fighting,75,40,77,79,30,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,4,false
4806,Pokemon_4806,Dark,,126,102,127,147,48,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,8,false
4807,Pokemon_4807,Rock,,122,146,43,103,102,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,4,false
4808,Pokemon_4808,Normal,,92,53,52,58,64,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,1,false
4809,Pokemon_4809,Ghost,Steel,142,106,83,59,66,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,7,false
4810,Pokemon_4810,Fighting,,143,97,34,82,120,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,7,true
4811,Pokemon_4811,Normal,Flying,121,136,105,129,48,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,9,false
4812,Pokemon_4812,Dark,,129,84,43,78,42,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,3,false
4813,Pokemon_4813,Ground,,137,57,138,124,61,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,5,false
4814,Pokemon_4814,Normal,Fighting,75,115,81,140,104,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,2,false
4815,Pokemon_4815,Normal,,144,120,123,57,126,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,8,false
4816,Pokemon_4816,Dragon,,139,136,125,122,139,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,5,false
4817,Pokemon_4817,Water,Ice,100,65,143,55,115,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,2,false
4818,Pokemon_4818,Ice,Ground,127,145,98,69,40,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,1,false
4819,Pokemon_4819,Steel,Psychic,76,76,43,32,94,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,2,true
4820,Pokemon_4820,Grass,,41,139,125,110,73,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,4,false
4821,Pokemon_4821,Ghost,,79,89,109,139,44,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,9,false
4822,Pokemon_4822,Ice,,50,114,40,115,134,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,6,false
4823,Pokemon_4823,Fairy,,78,128,93,46,140,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,5,false
4824,Pokemon_4824,Dragon,Fairy,64,123,48,102,57,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,2,false
4825,Pokemon_4825,Fairy,Fire,87,73,132,69,78,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,8,false
4826,Pokemon_4826,Ice,,130,141,37,121,35,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,9,false
4827,Pokemon_4827,Fighting,,101,86,77,95,82,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,2,false
4828,Pokemon_4828,Rock,,138,147,30,86,62,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,7,false
