id,name,sprite,types,hp,attack,defense,specialAttack,specialDefense,speed,height,weight,abilities,thunder,thunder2,some
519,Pidove,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png,"normal, flying",50,55,50,36,30,43,3,21,"big-pecks, super-luck, rivalry",,,0
520,Tranquill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png,"normal, flying",62,77,62,50,42,65,6,150,"big-pecks, super-luck, rivalry",,,0
521,Unfezant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png,"normal, flying",80,115,80,65,55,93,12,290,"big-pecks, super-luck, rivalry",,,0
522,Blitzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png,electric,45,60,32,50,32,76,8,298,"lightning-rod, motor-drive, sap-sipper",,,0
523,Zebstrika,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png,electric,75,100,63,80,63,116,16,795,"lightning-rod, motor-drive, sap-sipper",,,0
524,Roggenrola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png,rock,55,75,85,25,25,15,4,180,"sturdy, weak-armor, sand-force",,,0
525,Boldore,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png,rock,70,105,105,50,40,20,9,1020,"sturdy, weak-armor, sand-force",,,0
526,Gigalith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png,rock,85,135,130,60,80,25,17,2600,"sturdy, sand-stream, sand-force",,,0
527,Woobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png,"psychic, flying",65,45,43,55,43,72,4,21,"unaware, klutz, simple",,,0
528,Swoobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png,"psychic, flying",67,57,55,77,55,114,9,105,"unaware, klutz, simple",,,0
529,Drilbur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png,ground,60,85,40,30,45,68,3,85,"sand-rush, sand-force, mold-breaker",,,0
530,Excadrill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png,"ground, steel",110,135,60,50,65,88,7,404,"sand-rush, sand-force, mold-breaker",,,0
531,Audino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png,normal,103,60,86,60,86,50,11,310,"healer, regenerator, klutz",,,0
532,Timburr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png,fighting,75,80,55,25,35,35,6,125,"guts, sheer-force, iron-fist",,,0
533,Gurdurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png,fighting,85,105,85,40,50,40,12,400,"guts, sheer-force, iron-fist",,,0
534,Conkeldurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png,fighting,105,140,95,55,65,45,14,870,"guts, sheer-force, iron-fist",,,0
535,Tympole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png,water,50,50,40,50,40,64,5,45,"swift-swim, hydration, water-absorb",,,0
536,Palpitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png,"water, ground",75,65,55,65,55,69,8,170,"swift-swim, hydration, water-absorb",,,0
537,Seismitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png,"water, ground",105,95,75,85,75,74,15,620,"swift-swim, poison-touch, water-absorb",,,0
538,Throh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png,fighting,120,100,85,30,85,45,13,555,"guts, inner-focus, mold-breaker",,,0
539,Sawk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png,fighting,75,125,75,30,75,85,14,510,"sturdy, inner-focus, mold-breaker",,,0
540,Sewaddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png,"bug, grass",45,53,70,40,60,42,3,25,"swarm, chlorophyll, overcoat",,,0
541,Swadloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png,"bug, grass",55,63,90,50,80,42,5,73,"leaf-guard, chlorophyll, overcoat",,,0
542,Leavanny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png,"bug, grass",75,103,80,70,80,92,12,205,"swarm, chlorophyll, overcoat",,,0
543,Venipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png,"bug, poison",30,45,59,30,39,57,4,53,"poison-point, swarm, speed-boost",,,0
544,Whirlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png,"bug, poison",40,55,99,40,79,47,12,585,"poison-point, swarm, speed-boost",,,0
545,Scolipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png,"bug, poison",60,100,89,55,69,112,25,2005,"poison-point, swarm, speed-boost",,,0
546,Cottonee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png,"grass, fairy",40,27,60,37,50,66,3,6,"prankster, infiltrator, chlorophyll",,,0
547,Whimsicott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png,"grass, fairy",60,67,85,77,75,116,7,66,"prankster, infiltrator, chlorophyll",,,0
548,Petilil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png,grass,45,35,50,70,50,30,5,66,"chlorophyll, own-tempo, leaf-guard",,,0
549,Lilligant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png,grass,70,60,75,110,75,90,11,163,"chlorophyll, own-tempo, leaf-guard",,,0
550,Basculin-red-striped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png,water,70,92,65,80,55,98,10,180,"reckless, adaptability, mold-breaker",,,0
551,Sandile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png,"ground, dark",50,72,35,35,35,65,7,152,"intimidate, moxie, anger-point",,,0
552,Krokorok,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png,"ground, dark",60,82,45,45,45,74,10,334,"intimidate, moxie, anger-point",,,0
553,Krookodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png,"ground, dark",95,117,80,65,70,92,15,963,"intimidate, moxie, anger-point",,,0
554,Darumaka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png,fire,70,90,45,15,45,50,6,375,"hustle, inner-focus",,,0
555,Darmanitan-standard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png,fire,105,140,55,30,55,95,13,929,"sheer-force, zen-mode",,,0
556,Maractus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png,grass,75,86,67,106,67,60,10,280,"water-absorb, chlorophyll, storm-drain",,,0
557,Dwebble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png,"bug, rock",50,65,85,35,35,55,3,145,"sturdy, shell-armor, weak-armor",,,0
558,Crustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png,"bug, rock",70,105,125,65,75,45,14,2000,"sturdy, shell-armor, weak-armor",,,0
559,Scraggy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png,"dark, fighting",50,75,70,35,70,48,6,118,"shed-skin, moxie, intimidate",,,0
560,Scrafty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png,"dark, fighting",65,90,115,45,115,58,11,300,"shed-skin, moxie, intimidate",,,0
561,Sigilyph,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png,"psychic, flying",72,58,80,103,80,97,14,140,"wonder-skin, magic-guard, tinted-lens",,,0
562,Yamask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png,ghost,38,30,85,55,65,30,5,15,mummy,,,0
563,Cofagrigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png,ghost,58,50,145,95,105,30,17,765,mummy,,,0
564,Tirtouga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,"water, rock",54,78,103,53,45,22,7,165,"solid-rock, sturdy, swift-swim",,,0
565,Carracosta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,"water, rock",74,108,133,83,65,32,12,810,"solid-rock, sturdy, swift-swim",,,0
566,Archen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png,"rock, flying",55,112,45,74,45,70,5,95,defeatist,,,0
567,Archeops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png,"rock, flying",75,140,65,112,65,110,14,320,defeatist,,,0
568,Trubbish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,poison,50,50,62,40,62,65,6,310,"stench, sticky-hold, aftermath",,,0
569,Garbodor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png,poison,80,95,82,60,82,75,19,1073,"stench, weak-armor, aftermath",,,0
570,Zorua,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png,dark,40,65,40,80,40,65,7,125,illusion,,,0
571,Zoroark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png,dark,60,105,60,120,60,105,16,811,illusion,,,0
572,Minccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png,normal,55,50,40,40,40,75,4,58,"cute-charm, technician, skill-link",,,0
573,Cinccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png,normal,75,95,60,65,60,115,5,75,"cute-charm, technician, skill-link",,,0
574,Gothita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png,psychic,45,30,50,55,65,45,4,58,"frisk, competitive, shadow-tag",,,0
575,Gothorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png,psychic,60,45,70,75,85,55,7,180,"frisk, competitive, shadow-tag",,,0
576,Gothitelle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png,psychic,70,55,95,95,110,65,15,440,"frisk, competitive, shadow-tag",,,0
577,Solosis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,psychic,45,30,40,105,50,20,3,10,"overcoat, magic-guard, regenerator",,,0
578,Duosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,psychic,65,40,50,125,60,30,6,80,"overcoat, magic-guard, regenerator",,,0
579,Reuniclus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,psychic,110,65,75,125,85,30,10,201,"overcoat, magic-guard, regenerator",,,0
580,Ducklett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,"water, flying",62,44,50,44,50,55,5,55,"keen-eye, big-pecks, hydration",,,0
581,Swanna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,"water, flying",75,87,63,87,63,98,13,242,"keen-eye, big-pecks, hydration",,,0
582,Vanillite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,ice,36,50,50,65,60,44,4,57,"ice-body, snow-cloak, weak-armor",,,0
583,Vanillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,ice,51,65,65,80,75,59,11,410,"ice-body, snow-cloak, weak-armor",,,0
584,Vanilluxe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,ice,71,95,85,110,95,79,13,575,"ice-body, snow-warning, weak-armor",,,0
585,Deerling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,"normal, grass",60,60,50,40,50,75,6,195,"chlorophyll, sap-sipper, serene-grace",,,0
586,Sawsbuck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,"normal, grass",80,100,70,60,70,95,19,925,"chlorophyll, sap-sipper, serene-grace",,,0
587,Emolga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,"electric, flying",55,75,60,75,60,103,4,50,"static, motor-drive",,,0
588,Karrablast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,bug,50,75,45,40,45,60,5,59,"swarm, shed-skin, no-guard",,,0
589,Escavalier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,"bug, steel",70,135,105,60,105,20,10,330,"swarm, shell-armor, overcoat",,,0
590,Foongus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,"grass, poison",69,55,45,55,55,15,2,10,"effect-spore, regenerator",,,0
591,Amoonguss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,"grass, poison",114,85,70,85,80,30,6,105,"effect-spore, regenerator",,,0
592,Frillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,"water, ghost",55,40,50,65,85,40,12,330,"water-absorb, cursed-body, damp",,,0
593,Jellicent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,"water, ghost",100,60,70,85,105,60,22,1350,"water-absorb, cursed-body, damp",,,0
594,Alomomola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,water,165,75,80,40,45,65,12,316,"healer, hydration, regenerator",,,0
595,Joltik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,"bug, electric",50,47,50,57,50,65,1,6,"compound-eyes, unnerve, swarm",,,0
596,Galvantula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,"bug, electric",70,77,60,97,60,108,8,143,"compound-eyes, unnerve, swarm",,,0
597,Ferroseed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,"grass, steel",44,50,91,24,86,10,6,188,iron-barbs,,,0
598,Ferrothorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,"grass, steel",74,94,131,54,116,20,10,1100,"iron-barbs, anticipation",,,0
599,Klink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,steel,40,55,70,45,60,30,3,210,"plus, minus, clear-body",,,0
600,Klang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,steel,60,80,95,70,85,50,6,510,"plus, minus, clear-body",,,0
601,Klinklang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,steel,60,100,115,70,85,90,6,810,"plus, minus, clear-body",,,0
602,Tynamo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,electric,35,55,40,45,40,60,2,3,levitate,,,0
603,Eelektrik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,electric,65,85,70,75,70,40,12,220,levitate,,,0
604,Eelektross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,electric,85,115,80,105,80,50,21,805,levitate,,,0
605,Elgyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,psychic,55,55,55,85,55,30,5,90,"telepathy, synchronize, analytic",,,0
606,Beheeyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,psychic,75,75,75,125,95,40,10,345,"telepathy, synchronize, analytic",,,0
607,Litwick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,"ghost, fire",50,30,55,65,55,20,3,31,"flash-fire, flame-body, infiltrator",,,0
608,Lampent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,"ghost, fire",60,40,60,95,60,55,6,130,"flash-fire, flame-body, infiltrator",,,0
609,Chandelure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,"ghost, fire",60,55,90,145,90,80,10,343,"flash-fire, flame-body, infiltrator",,,0
610,Axew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,dragon,46,87,60,30,40,57,6,180,"rivalry, mold-breaker, unnerve",,,0
611,Fraxure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,dragon,66,117,70,40,50,67,10,360,"rivalry, mold-breaker, unnerve",,,0
612,Haxorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,dragon,76,147,90,60,70,97,18,1055,"rivalry, mold-breaker, unnerve",,,0
613,Cubchoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,ice,55,70,40,60,40,40,5,85,"snow-cloak, slush-rush, rattled",,,0
614,Beartic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,ice,95,130,80,70,80,50,26,2600,"snow-cloak, slush-rush, swift-swim",,,0
615,Cryogonal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,ice,80,50,50,95,135,105,11,1480,levitate,,,0
616,Shelmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,bug,50,40,85,40,65,25,4,77,"hydration, shell-armor, overcoat",,,0
617,Accelgor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,bug,80,70,40,100,60,145,8,253,"hydration, sticky-hold, unburden",,,0
618,Stunfisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,"ground, electric",109,66,84,81,99,32,7,110,"static, limber, sand-veil",,,0
619,Mienfoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,fighting,45,85,50,55,50,65,9,200,"inner-focus, regenerator, reckless",,,0
620,Mienshao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,fighting,65,125,60,95,60,105,14,355,"inner-focus, regenerator, reckless",,,0
621,Druddigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,dragon,77,120,90,60,90,48,16,1390,"rough-skin, sheer-force, mold-breaker",,,0
622,Golett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,"ground, ghost",59,74,50,35,50,35,10,920,"iron-fist, klutz, no-guard",,,0
623,Golurk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,"ground, ghost",89,124,80,55,80,55,28,3300,"iron-fist, klutz, no-guard",,,0
624,Pawniard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,"dark, steel",45,85,70,40,40,60,5,102,"defiant, inner-focus, pressure",,,0
625,Bisharp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,"dark, steel",65,125,100,60,70,70,16,700,"defiant, inner-focus, pressure",,,0
626,Bouffalant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,normal,95,110,95,40,95,55,16,946,"reckless, sap-sipper, soundproof",,,0
627,Rufflet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,"normal, flying",70,83,50,37,50,60,5,105,"keen-eye, sheer-force, hustle",,,0
628,Braviary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,"normal, flying",100,123,75,57,75,80,15,410,"keen-eye, sheer-force, defiant",,,0
629,Vullaby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,"dark, flying",70,55,75,45,65,60,5,90,"big-pecks, overcoat, weak-armor",,,0
630,Mandibuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,"dark, flying",110,65,105,55,95,80,12,395,"big-pecks, overcoat, weak-armor",,,0
631,Heatmor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,fire,85,97,66,105,66,65,14,580,"gluttony, flash-fire, white-smoke",,,0
632,Durant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,"bug, steel",58,109,112,48,48,109,3,330,"swarm, hustle, truant",,,0
633,Deino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,"dark, dragon",52,65,50,45,50,38,8,173,hustle,,,0
634,Zweilous,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,"dark, dragon",72,85,70,65,70,58,14,500,hustle,,,0
635,Hydreigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,"dark, dragon",92,105,90,125,90,98,18,1600,levitate,,,0
636,Larvesta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,"bug, fire",55,85,55,50,55,60,11,288,"flame-body, swarm",,,0
637,Volcarona,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,"bug, fire",85,60,65,135,105,100,16,460,"flame-body, swarm",,,0
638,Cobalion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,"steel, fighting",91,90,129,90,72,108,21,2500,justified,,,0
639,Terrakion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,"rock, fighting",91,129,90,72,90,108,19,2600,justified,,,0
640,Virizion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,"grass, fighting",91,90,72,90,129,108,20,2000,justified,,,0
641,Tornadus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,flying,79,115,70,125,80,111,15,630,"prankster, defiant",,,0
642,Thundurus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,"electric, flying",79,115,70,125,80,111,15,610,"prankster, defiant",,,0
643,Reshiram,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,"dragon, fire",100,120,100,150,120,90,32,3300,turboblaze,,,0
644,Zekrom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,"dragon, electric",100,150,120,120,100,90,29,3450,teravolt,,,0
645,Landorus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,"ground, flying",89,125,90,115,80,101,15,680,"sand-force, sheer-force",,,0
646,Kyurem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,"dragon, ice",125,130,90,130,90,95,30,3250,pressure,,,0
647,Keldeo-ordinary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,"water, fighting",91,72,90,129,90,108,14,485,justified,,,0
648,Meloetta-aria,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,"normal, psychic",100,77,77,128,128,90,6,65,serene-grace,,,0
649,Genesect,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,"bug, steel",71,120,95,120,95,99,15,825,download,,,0
650,Chespin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,grass,56,61,65,48,45,38,4,90,"overgrow, bulletproof",,,0
651,Quilladin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,grass,61,78,95,56,58,57,7,290,"overgrow, bulletproof",,,0
652,Chesnaught,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,"grass, fighting",88,107,122,74,75,64,16,900,"overgrow, bulletproof",,,0
653,Fennekin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,fire,40,45,40,62,60,60,4,94,"blaze, magician",,,0
654,Braixen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,fire,59,59,58,90,70,73,10,145,"blaze, magician",,,0
655,Delphox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,"fire, psychic",75,69,72,114,100,104,15,390,"blaze, magician",,,0
656,Froakie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,water,41,56,40,62,44,71,3,70,"torrent, protean",,,0
657,Frogadier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,water,54,63,52,83,56,97,6,109,"torrent, protean",,,0
658,Greninja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,"water, dark",72,95,67,103,71,122,15,400,"torrent, protean",,,0
659,Bunnelby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,normal,38,36,38,32,36,57,4,50,"pickup, cheek-pouch, huge-power",,,0
660,Diggersby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,"normal, ground",85,56,77,50,77,78,10,424,"pickup, cheek-pouch, huge-power",,,0
661,Fletchling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,"normal, flying",45,50,43,40,38,62,3,17,"big-pecks, gale-wings",,,0
662,Fletchinder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,"fire, flying",62,73,55,56,52,84,7,160,"flame-body, gale-wings",,,0
663,Talonflame,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,"fire, flying",78,81,71,74,69,126,12,245,"flame-body, gale-wings",,,0
664,Scatterbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,bug,38,35,40,27,25,35,3,25,"shield-dust, compound-eyes, friend-guard",,,0
